Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,median_income
30103,05000US30103,Treasure County,"Treasure County, Montana",mt,47143
30105,05000US30105,Valley County,"Valley County, Montana",mt,67128
30107,05000US30107,Wheatland County,"Wheatland County, Montana",mt,45729
30109,05000US30109,Wibaux County,"Wibaux County, Montana",mt,53333
30111,05000US30111,Yellowstone County,"Yellowstone County, Montana",mt,74693
31001,05000US31001,Adams County,"Adams County, Nebraska",ne,68851
31003,05000US31003,Antelope County,"Antelope County, Nebraska",ne,62019
31005,05000US31005,Arthur County,"Arthur County, Nebraska",ne,66250
31007,05000US31007,Banner County,"Banner County, Nebraska",ne,64432
31009,05000US31009,Blaine County,"Blaine County, Nebraska",ne,54732
31011,05000US31011,Boone County,"Boone County, Nebraska",ne,68558
31013,05000US31013,Box Butte County,"Box Butte County, Nebraska",ne,72634
31015,05000US31015,Boyd County,"Boyd County, Nebraska",ne,67672
31017,05000US31017,Brown County,"Brown County, Nebraska",ne,55543
31019,05000US31019,Buffalo County,"Buffalo County, Nebraska",ne,76931
31021,05000US31021,Burt County,"Burt County, Nebraska",ne,67125
31023,05000US31023,Butler County,"Butler County, Nebraska",ne,67994
31025,05000US31025,Cass County,"Cass County, Nebraska",ne,85702
31027,05000US31027,Cedar County,"Cedar County, Nebraska",ne,74107
31029,05000US31029,Chase County,"Chase County, Nebraska",ne,63443
31031,05000US31031,Cherry County,"Cherry County, Nebraska",ne,62817
31033,05000US31033,Cheyenne County,"Cheyenne County, Nebraska",ne,77892
31035,05000US31035,Clay County,"Clay County, Nebraska",ne,69355
31037,05000US31037,Colfax County,"Colfax County, Nebraska",ne,65742
31039,05000US31039,Cuming County,"Cuming County, Nebraska",ne,70077
31041,05000US31041,Custer County,"Custer County, Nebraska",ne,55079
31043,05000US31043,Dakota County,"Dakota County, Nebraska",ne,59874
31045,05000US31045,Dawes County,"Dawes County, Nebraska",ne,64808
31047,05000US31047,Dawson County,"Dawson County, Nebraska",ne,62540
31049,05000US31049,Deuel County,"Deuel County, Nebraska",ne,58850
31051,05000US31051,Dixon County,"Dixon County, Nebraska",ne,67352
31053,05000US31053,Dodge County,"Dodge County, Nebraska",ne,62134
31055,05000US31055,Douglas County,"Douglas County, Nebraska",ne,80423
31057,05000US31057,Dundy County,"Dundy County, Nebraska",ne,59271
31059,05000US31059,Fillmore County,"Fillmore County, Nebraska",ne,73462
31061,05000US31061,Franklin County,"Franklin County, Nebraska",ne,61343
31063,05000US31063,Frontier County,"Frontier County, Nebraska",ne,63571
31065,05000US31065,Furnas County,"Furnas County, Nebraska",ne,62333
31067,05000US31067,Gage County,"Gage County, Nebraska",ne,68628
31069,05000US31069,Garden County,"Garden County, Nebraska",ne,64044
31071,05000US31071,Garfield County,"Garfield County, Nebraska",ne,56707
31073,05000US31073,Gosper County,"Gosper County, Nebraska",ne,82697
31075,05000US31075,Grant County,"Grant County, Nebraska",ne,56429
31077,05000US31077,Greeley County,"Greeley County, Nebraska",ne,60852
31079,05000US31079,Hall County,"Hall County, Nebraska",ne,65060
31081,05000US31081,Hamilton County,"Hamilton County, Nebraska",ne,77500
31083,05000US31083,Harlan County,"Harlan County, Nebraska",ne,65969
31085,05000US31085,Hayes County,"Hayes County, Nebraska",ne,64286
31087,05000US31087,Hitchcock County,"Hitchcock County, Nebraska",ne,56375
31089,05000US31089,Holt County,"Holt County, Nebraska",ne,70847
31091,05000US31091,Hooker County,"Hooker County, Nebraska",ne,59167
31093,05000US31093,Howard County,"Howard County, Nebraska",ne,70709
31095,05000US31095,Jefferson County,"Jefferson County, Nebraska",ne,53125
31097,05000US31097,Johnson County,"Johnson County, Nebraska",ne,63225
31099,05000US31099,Kearney County,"Kearney County, Nebraska",ne,76591
31101,05000US31101,Keith County,"Keith County, Nebraska",ne,63585
31103,05000US31103,Keya Paha County,"Keya Paha County, Nebraska",ne,55250
31105,05000US31105,Kimball County,"Kimball County, Nebraska",ne,61577
31107,05000US31107,Knox County,"Knox County, Nebraska",ne,64010
31109,05000US31109,Lancaster County,"Lancaster County, Nebraska",ne,78063
31111,05000US31111,Lincoln County,"Lincoln County, Nebraska",ne,72203
31113,05000US31113,Logan County,"Logan County, Nebraska",ne,74375
31115,05000US31115,Loup County,"Loup County, Nebraska",ne,64375
31117,05000US31117,McPherson County,"McPherson County, Nebraska",ne,69250
31119,05000US31119,Madison County,"Madison County, Nebraska",ne,68707
31121,05000US31121,Merrick County,"Merrick County, Nebraska",ne,71344
31123,05000US31123,Morrill County,"Morrill County, Nebraska",ne,58290
31125,05000US31125,Nance County,"Nance County, Nebraska",ne,59737
31127,05000US31127,Nemaha County,"Nemaha County, Nebraska",ne,66865
31129,05000US31129,Nuckolls County,"Nuckolls County, Nebraska",ne,58427
31131,05000US31131,Otoe County,"Otoe County, Nebraska",ne,71970
31133,05000US31133,Pawnee County,"Pawnee County, Nebraska",ne,61563
31135,05000US31135,Perkins County,"Perkins County, Nebraska",ne,76042
31137,05000US31137,Phelps County,"Phelps County, Nebraska",ne,73971
31139,05000US31139,Pierce County,"Pierce County, Nebraska",ne,71025
31141,05000US31141,Platte County,"Platte County, Nebraska",ne,78525
31143,05000US31143,Polk County,"Polk County, Nebraska",ne,75595
31145,05000US31145,Red Willow County,"Red Willow County, Nebraska",ne,57433
31147,05000US31147,Richardson County,"Richardson County, Nebraska",ne,61955
31149,05000US31149,Rock County,"Rock County, Nebraska",ne,65250
31151,05000US31151,Saline County,"Saline County, Nebraska",ne,60729
31153,05000US31153,Sarpy County,"Sarpy County, Nebraska",ne,92948
31155,05000US31155,Saunders County,"Saunders County, Nebraska",ne,80074
31157,05000US31157,Scotts Bluff County,"Scotts Bluff County, Nebraska",ne,61725
31159,05000US31159,Seward County,"Seward County, Nebraska",ne,82555
31161,05000US31161,Sheridan County,"Sheridan County, Nebraska",ne,57037
31163,05000US31163,Sherman County,"Sherman County, Nebraska",ne,68594
31165,05000US31165,Sioux County,"Sioux County, Nebraska",ne,53750
31167,05000US31167,Stanton County,"Stanton County, Nebraska",ne,74306
31169,05000US31169,Thayer County,"Thayer County, Nebraska",ne,65714
31171,05000US31171,Thomas County,"Thomas County, Nebraska",ne,75227
31173,05000US31173,Thurston County,"Thurston County, Nebraska",ne,53427
31175,05000US31175,Valley County,"Valley County, Nebraska",ne,69744
31177,05000US31177,Washington County,"Washington County, Nebraska",ne,85335
31179,05000US31179,Wayne County,"Wayne County, Nebraska",ne,77422
31181,05000US31181,Webster County,"Webster County, Nebraska",ne,60887
31183,05000US31183,Wheeler County,"Wheeler County, Nebraska",ne,65909
31185,05000US31185,York County,"York County, Nebraska",ne,72753
32001,05000US32001,Churchill County,"Churchill County, Nevada",nv,66103
32003,05000US32003,Clark County,"Clark County, Nevada",nv,66968
32005,05000US32005,Douglas County,"Douglas County, Nevada",nv,74741
32007,05000US32007,Elko County,"Elko County, Nevada",nv,87262
32009,05000US32009,Esmeralda County,"Esmeralda County, Nevada",nv,45417
32011,05000US32011,Eureka County,"Eureka County, Nevada",nv,90486
32013,05000US32013,Humboldt County,"Humboldt County, Nevada",nv,80000
32015,05000US32015,Lander County,"Lander County, Nevada",nv,102390
32017,05000US32017,Lincoln County,"Lincoln County, Nevada",nv,64059
32019,05000US32019,Lyon County,"Lyon County, Nevada",nv,65817
32021,05000US32021,Mineral County,"Mineral County, Nevada",nv,52336
32023,05000US32023,Nye County,"Nye County, Nevada",nv,56150
32027,05000US32027,Pershing County,"Pershing County, Nevada",nv,58819
32029,05000US32029,Storey County,"Storey County, Nevada",nv,69327
32031,05000US32031,Washoe County,"Washoe County, Nevada",nv,75054
32033,05000US32033,White Pine County,"White Pine County, Nevada",nv,72517
32510,05000US32510,Carson City,"Carson City, Nevada",nv,66904
33001,05000US33001,Belknap County,"Belknap County, New Hampshire",nh,82724
33003,05000US33003,Carroll County,"Carroll County, New Hampshire",nh,71718
33005,05000US33005,Cheshire County,"Cheshire County, New Hampshire",nh,79970
33007,05000US33007,Coos County,"Coos County, New Hampshire",nh,60967
33009,05000US33009,Grafton County,"Grafton County, New Hampshire",nh,80823
33011,05000US33011,Hillsborough County,"Hillsborough County, New Hampshire",nh,95860
33013,05000US33013,Merrimack County,"Merrimack County, New Hampshire",nh,89949
33015,05000US33015,Rockingham County,"Rockingham County, New Hampshire",nh,107840
33017,05000US33017,Strafford County,"Strafford County, New Hampshire",nh,87843
33019,05000US33019,Sullivan County,"Sullivan County, New Hampshire",nh,74139
34001,05000US34001,Atlantic County,"Atlantic County, New Jersey",nj,74919
34003,05000US34003,Bergen County,"Bergen County, New Jersey",nj,116727
34005,05000US34005,Burlington County,"Burlington County, New Jersey",nj,102834
34007,05000US34007,Camden County,"Camden County, New Jersey",nj,84894
34009,05000US34009,Cape May County,"Cape May County, New Jersey",nj,78523
34011,05000US34011,Cumberland County,"Cumberland County, New Jersey",nj,63274
34013,05000US34013,Essex County,"Essex County, New Jersey",nj,77675
34015,05000US34015,Gloucester County,"Gloucester County, New Jersey",nj,103259
34017,05000US34017,Hudson County,"Hudson County, New Jersey",nj,70412
34019,05000US34019,Hunterdon County,"Hunterdon County, New Jersey",nj,140904
34021,05000US34021,Mercer County,"Mercer County, New Jersey",nj,102150
34023,05000US34023,Middlesex County,"Middlesex County, New Jersey",nj,102797
34025,05000US34025,Monmouth County,"Monmouth County, New Jersey",nj,119624
34027,05000US34027,Morris County,"Morris County, New Jersey",nj,135938
34029,05000US34029,Ocean County,"Ocean County, New Jersey",nj,84999
34031,05000US34031,Passaic County,"Passaic County, New Jersey",nj,79193
34033,05000US34033,Salem County,"Salem County, New Jersey",nj,84323
34035,05000US34035,Somerset County,"Somerset County, New Jersey",nj,134849
34037,05000US34037,Sussex County,"Sussex County, New Jersey",nj,105506
34039,05000US34039,Union County,"Union County, New Jersey",nj,91381
34041,05000US34041,Warren County,"Warren County, New Jersey",nj,97734
35001,05000US35001,Bernalillo County,"Bernalillo County, New Mexico",nm,66338
35003,05000US35003,Catron County,"Catron County, New Mexico",nm,50286
35005,05000US35005,Chaves County,"Chaves County, New Mexico",nm,52209
35006,05000US35006,Cibola County,"Cibola County, New Mexico",nm,48438
35007,05000US35007,Colfax County,"Colfax County, New Mexico",nm,49845
35009,05000US35009,Curry County,"Curry County, New Mexico",nm,51889
35011,05000US35011,De Baca County,"De Baca County, New Mexico",nm,60909
35013,05000US35013,Doña Ana County,"Doña Ana County, New Mexico",nm,47263
35015,05000US35015,Eddy County,"Eddy County, New Mexico",nm,69753
35017,05000US35017,Grant County,"Grant County, New Mexico",nm,52743
35019,05000US35019,Guadalupe County,"Guadalupe County, New Mexico",nm,41319
35021,05000US35021,Harding County,"Harding County, New Mexico",nm,44219
35023,05000US35023,Hidalgo County,"Hidalgo County, New Mexico",nm,51964
35025,05000US35025,Lea County,"Lea County, New Mexico",nm,64449
35027,05000US35027,Lincoln County,"Lincoln County, New Mexico",nm,57113
35028,05000US35028,Los Alamos County,"Los Alamos County, New Mexico",nm,143003
35029,05000US35029,Luna County,"Luna County, New Mexico",nm,41699
35031,05000US35031,McKinley County,"McKinley County, New Mexico",nm,38237
35033,05000US35033,Mora County,"Mora County, New Mexico",nm,32563
35035,05000US35035,Otero County,"Otero County, New Mexico",nm,52416
35037,05000US35037,Quay County,"Quay County, New Mexico",nm,39082
35039,05000US35039,Rio Arriba County,"Rio Arriba County, New Mexico",nm,
35041,05000US35041,Roosevelt County,"Roosevelt County, New Mexico",nm,52951
35043,05000US35043,Sandoval County,"Sandoval County, New Mexico",nm,69763
35045,05000US35045,San Juan County,"San Juan County, New Mexico",nm,58082
35047,05000US35047,San Miguel County,"San Miguel County, New Mexico",nm,42301
35049,05000US35049,Santa Fe County,"Santa Fe County, New Mexico",nm,70585
35051,05000US35051,Sierra County,"Sierra County, New Mexico",nm,41875
35053,05000US35053,Socorro County,"Socorro County, New Mexico",nm,42983
35055,05000US35055,Taos County,"Taos County, New Mexico",nm,47796
35057,05000US35057,Torrance County,"Torrance County, New Mexico",nm,53093
35059,05000US35059,Union County,"Union County, New Mexico",nm,47159
35061,05000US35061,Valencia County,"Valencia County, New Mexico",nm,52784
36001,05000US36001,Albany County,"Albany County, New York",ny,91975
36003,05000US36003,Allegany County,"Allegany County, New York",ny,57761
36005,05000US36005,Bronx County,"Bronx County, New York",ny,43998
36007,05000US36007,Broome County,"Broome County, New York",ny,67342
36009,05000US36009,Cattaraugus County,"Cattaraugus County, New York",ny,59547
36011,05000US36011,Cayuga County,"Cayuga County, New York",ny,69112
36013,05000US36013,Chautauqua County,"Chautauqua County, New York",ny,58927
36015,05000US36015,Chemung County,"Chemung County, New York",ny,68737
36017,05000US36017,Chenango County,"Chenango County, New York",ny,61186
36019,05000US36019,Clinton County,"Clinton County, New York",ny,70470
36021,05000US36021,Columbia County,"Columbia County, New York",ny,76190
36023,05000US36023,Cortland County,"Cortland County, New York",ny,69068
36025,05000US36025,Delaware County,"Delaware County, New York",ny,61863
36027,05000US36027,Dutchess County,"Dutchess County, New York",ny,97249
36029,05000US36029,Erie County,"Erie County, New York",ny,75121
36031,05000US36031,Essex County,"Essex County, New York",ny,69266
36033,05000US36033,Franklin County,"Franklin County, New York",ny,63530
36035,05000US36035,Fulton County,"Fulton County, New York",ny,60973
36037,05000US36037,Genesee County,"Genesee County, New York",ny,75969
36039,05000US36039,Greene County,"Greene County, New York",ny,70062
36041,05000US36041,Hamilton County,"Hamilton County, New York",ny,68250
36043,05000US36043,Herkimer County,"Herkimer County, New York",ny,65612
36045,05000US36045,Jefferson County,"Jefferson County, New York",ny,61483
36047,05000US36047,Kings County,"Kings County, New York",ny,63925
36049,05000US36049,Lewis County,"Lewis County, New York",ny,61202
36051,05000US36051,Livingston County,"Livingston County, New York",ny,72230
36053,05000US36053,Madison County,"Madison County, New York",ny,73102
36055,05000US36055,Monroe County,"Monroe County, New York",ny,76185
36057,05000US36057,Montgomery County,"Montgomery County, New York",ny,56427
36059,05000US36059,Nassau County,"Nassau County, New York",ny,129807
36061,05000US36061,New York County,"New York County, New York",ny,102900
36063,05000US36063,Niagara County,"Niagara County, New York",ny,71366
36065,05000US36065,Oneida County,"Oneida County, New York",ny,67773
36067,05000US36067,Onondaga County,"Onondaga County, New York",ny,77583
36069,05000US36069,Ontario County,"Ontario County, New York",ny,81002
36071,05000US36071,Orange County,"Orange County, New York",ny,93694
36073,05000US36073,Orleans County,"Orleans County, New York",ny,59384
36075,05000US36075,Oswego County,"Oswego County, New York",ny,64563
36077,05000US36077,Otsego County,"Otsego County, New York",ny,66399
36079,05000US36079,Putnam County,"Putnam County, New York",ny,119363
36081,05000US36081,Queens County,"Queens County, New York",ny,73004
36083,05000US36083,Rensselaer County,"Rensselaer County, New York",ny,83505
36085,05000US36085,Richmond County,"Richmond County, New York",ny,94926
36087,05000US36087,Rockland County,"Rockland County, New York",ny,106787
36089,05000US36089,St. Lawrence County,"St. Lawrence County, New York",ny,60146
36091,05000US36091,Saratoga County,"Saratoga County, New York",ny,97668
36093,05000US36093,Schenectady County,"Schenectady County, New York",ny,83366
36095,05000US36095,Schoharie County,"Schoharie County, New York",ny,67979
36097,05000US36097,Schuyler County,"Schuyler County, New York",ny,68400
36099,05000US36099,Seneca County,"Seneca County, New York",ny,67208
36101,05000US36101,Steuben County,"Steuben County, New York",ny,63212
36103,05000US36103,Suffolk County,"Suffolk County, New York",ny,113432
36105,05000US36105,Sullivan County,"Sullivan County, New York",ny,69770
36107,05000US36107,Tioga County,"Tioga County, New York",ny,75333
36109,05000US36109,Tompkins County,"Tompkins County, New York",ny,83326
36111,05000US36111,Ulster County,"Ulster County, New York",ny,79640
36113,05000US36113,Warren County,"Warren County, New York",ny,76293
36115,05000US36115,Washington County,"Washington County, New York",ny,65182
36117,05000US36117,Wayne County,"Wayne County, New York",ny,67777
36119,05000US36119,Westchester County,"Westchester County, New York",ny,119798
36121,05000US36121,Wyoming County,"Wyoming County, New York",ny,69951
36123,05000US36123,Yates County,"Yates County, New York",ny,70643
37001,05000US37001,Alamance County,"Alamance County, North Carolina",nc,60072
37003,05000US37003,Alexander County,"Alexander County, North Carolina",nc,54984
37005,05000US37005,Alleghany County,"Alleghany County, North Carolina",nc,44276
37007,05000US37007,Anson County,"Anson County, North Carolina",nc,49185
37009,05000US37009,Ashe County,"Ashe County, North Carolina",nc,53213
37011,05000US37011,Avery County,"Avery County, North Carolina",nc,48229
37013,05000US37013,Beaufort County,"Beaufort County, North Carolina",nc,57601
37015,05000US37015,Bertie County,"Bertie County, North Carolina",nc,46471
37017,05000US37017,Bladen County,"Bladen County, North Carolina",nc,43021
37019,05000US37019,Brunswick County,"Brunswick County, North Carolina",nc,66349
37021,05000US37021,Buncombe County,"Buncombe County, North Carolina",nc,66532
37023,05000US37023,Burke County,"Burke County, North Carolina",nc,53444
37025,05000US37025,Cabarrus County,"Cabarrus County, North Carolina",nc,77577
37027,05000US37027,Caldwell County,"Caldwell County, North Carolina",nc,52676
37029,05000US37029,Camden County,"Camden County, North Carolina",nc,72031
37031,05000US37031,Carteret County,"Carteret County, North Carolina",nc,68380
37033,05000US37033,Caswell County,"Caswell County, North Carolina",nc,59358
37035,05000US37035,Catawba County,"Catawba County, North Carolina",nc,62562
37037,05000US37037,Chatham County,"Chatham County, North Carolina",nc,80470
37039,05000US37039,Cherokee County,"Cherokee County, North Carolina",nc,51897
37041,05000US37041,Chowan County,"Chowan County, North Carolina",nc,50544
37043,05000US37043,Clay County,"Clay County, North Carolina",nc,46906
37045,05000US37045,Cleveland County,"Cleveland County, North Carolina",nc,50716
37047,05000US37047,Columbus County,"Columbus County, North Carolina",nc,46838
37049,05000US37049,Craven County,"Craven County, North Carolina",nc,61215
37051,05000US37051,Cumberland County,"Cumberland County, North Carolina",nc,54778
37053,05000US37053,Currituck County,"Currituck County, North Carolina",nc,78500
37055,05000US37055,Dare County,"Dare County, North Carolina",nc,69091
37057,05000US37057,Davidson County,"Davidson County, North Carolina",nc,58394
37059,05000US37059,Davie County,"Davie County, North Carolina",nc,70606
37061,05000US37061,Duplin County,"Duplin County, North Carolina",nc,48274
37063,05000US37063,Durham County,"Durham County, North Carolina",nc,78049
37065,05000US37065,Edgecombe County,"Edgecombe County, North Carolina",nc,44618
37067,05000US37067,Forsyth County,"Forsyth County, North Carolina",nc,64990
37069,05000US37069,Franklin County,"Franklin County, North Carolina",nc,63504
37071,05000US37071,Gaston County,"Gaston County, North Carolina",nc,61391
37073,05000US37073,Gates County,"Gates County, North Carolina",nc,61524
37075,05000US37075,Graham County,"Graham County, North Carolina",nc,47982
37077,05000US37077,Granville County,"Granville County, North Carolina",nc,65659
37079,05000US37079,Greene County,"Greene County, North Carolina",nc,51881
37081,05000US37081,Guilford County,"Guilford County, North Carolina",nc,65102
37083,05000US37083,Halifax County,"Halifax County, North Carolina",nc,43366
37085,05000US37085,Harnett County,"Harnett County, North Carolina",nc,60881
37087,05000US37087,Haywood County,"Haywood County, North Carolina",nc,62782
37089,05000US37089,Henderson County,"Henderson County, North Carolina",nc,67437
37091,05000US37091,Hertford County,"Hertford County, North Carolina",nc,45173
37093,05000US37093,Hoke County,"Hoke County, North Carolina",nc,53818
37095,05000US37095,Hyde County,"Hyde County, North Carolina",nc,49939
37097,05000US37097,Iredell County,"Iredell County, North Carolina",nc,70021
37099,05000US37099,Jackson County,"Jackson County, North Carolina",nc,58862
37101,05000US37101,Johnston County,"Johnston County, North Carolina",nc,65653
37103,05000US37103,Jones County,"Jones County, North Carolina",nc,50637
37105,05000US37105,Lee County,"Lee County, North Carolina",nc,58313
37107,05000US37107,Lenoir County,"Lenoir County, North Carolina",nc,47842
37109,05000US37109,Lincoln County,"Lincoln County, North Carolina",nc,63316
37111,05000US37111,McDowell County,"McDowell County, North Carolina",nc,49808
37113,05000US37113,Macon County,"Macon County, North Carolina",nc,54985
37115,05000US37115,Madison County,"Madison County, North Carolina",nc,55916
37117,05000US37117,Martin County,"Martin County, North Carolina",nc,47694
37119,05000US37119,Mecklenburg County,"Mecklenburg County, North Carolina",nc,79806
37121,05000US37121,Mitchell County,"Mitchell County, North Carolina",nc,56584
37123,05000US37123,Montgomery County,"Montgomery County, North Carolina",nc,53175
37125,05000US37125,Moore County,"Moore County, North Carolina",nc,75306
37127,05000US37127,Nash County,"Nash County, North Carolina",nc,62644
37129,05000US37129,New Hanover County,"New Hanover County, North Carolina",nc,72456
37131,05000US37131,Northampton County,"Northampton County, North Carolina",nc,43167
37133,05000US37133,Onslow County,"Onslow County, North Carolina",nc,55650
37135,05000US37135,Orange County,"Orange County, North Carolina",nc,96664
37137,05000US37137,Pamlico County,"Pamlico County, North Carolina",nc,58149
37139,05000US37139,Pasquotank County,"Pasquotank County, North Carolina",nc,61687
37141,05000US37141,Pender County,"Pender County, North Carolina",nc,67061
37143,05000US37143,Perquimans County,"Perquimans County, North Carolina",nc,53926
37145,05000US37145,Person County,"Person County, North Carolina",nc,62717
37147,05000US37147,Pitt County,"Pitt County, North Carolina",nc,60713
37149,05000US37149,Polk County,"Polk County, North Carolina",nc,59392
37151,05000US37151,Randolph County,"Randolph County, North Carolina",nc,55003
37153,05000US37153,Richmond County,"Richmond County, North Carolina",nc,43789
37155,05000US37155,Robeson County,"Robeson County, North Carolina",nc,41334
37157,05000US37157,Rockingham County,"Rockingham County, North Carolina",nc,53131
37159,05000US37159,Rowan County,"Rowan County, North Carolina",nc,59265
37161,05000US37161,Rutherford County,"Rutherford County, North Carolina",nc,51357
37163,05000US37163,Sampson County,"Sampson County, North Carolina",nc,49201
37165,05000US37165,Scotland County,"Scotland County, North Carolina",nc,45775
37167,05000US37167,Stanly County,"Stanly County, North Carolina",nc,59517
37169,05000US37169,Stokes County,"Stokes County, North Carolina",nc,56203
37171,05000US37171,Surry County,"Surry County, North Carolina",nc,54619
37173,05000US37173,Swain County,"Swain County, North Carolina",nc,45606
37175,05000US37175,Transylvania County,"Transylvania County, North Carolina",nc,56527
37177,05000US37177,Tyrrell County,"Tyrrell County, North Carolina",nc,49808
37179,05000US37179,Union County,"Union County, North Carolina",nc,85134
37181,05000US37181,Vance County,"Vance County, North Carolina",nc,48182
37183,05000US37183,Wake County,"Wake County, North Carolina",nc,95958
37185,05000US37185,Warren County,"Warren County, North Carolina",nc,50951
37187,05000US37187,Washington County,"Washington County, North Carolina",nc,47376
37189,05000US37189,Watauga County,"Watauga County, North Carolina",nc,68289
37191,05000US37191,Wayne County,"Wayne County, North Carolina",nc,52655
37193,05000US37193,Wilkes County,"Wilkes County, North Carolina",nc,53287
37195,05000US37195,Wilson County,"Wilson County, North Carolina",nc,54864
37197,05000US37197,Yadkin County,"Yadkin County, North Carolina",nc,53855
37199,05000US37199,Yancey County,"Yancey County, North Carolina",nc,52253
38001,05000US38001,Adams County,"Adams County, North Dakota",nd,72614
38003,05000US38003,Barnes County,"Barnes County, North Dakota",nd,81250
38005,05000US38005,Benson County,"Benson County, North Dakota",nd,53173
38007,05000US38007,Billings County,"Billings County, North Dakota",nd,106964
38009,05000US38009,Bottineau County,"Bottineau County, North Dakota",nd,76136
38011,05000US38011,Bowman County,"Bowman County, North Dakota",nd,90074
38013,05000US38013,Burke County,"Burke County, North Dakota",nd,90714
38015,05000US38015,Burleigh County,"Burleigh County, North Dakota",nd,91503
38017,05000US38017,Cass County,"Cass County, North Dakota",nd,83165
38019,05000US38019,Cavalier County,"Cavalier County, North Dakota",nd,82964
38021,05000US38021,Dickey County,"Dickey County, North Dakota",nd,78143
38023,05000US38023,Divide County,"Divide County, North Dakota",nd,89375
38025,05000US38025,Dunn County,"Dunn County, North Dakota",nd,92639
38027,05000US38027,Eddy County,"Eddy County, North Dakota",nd,74236
38029,05000US38029,Emmons County,"Emmons County, North Dakota",nd,62200
38031,05000US38031,Foster County,"Foster County, North Dakota",nd,77891
38033,05000US38033,Golden Valley County,"Golden Valley County, North Dakota",nd,70897
38035,05000US38035,Grand Forks County,"Grand Forks County, North Dakota",nd,77945
38037,05000US38037,Grant County,"Grant County, North Dakota",nd,72250
38039,05000US38039,Griggs County,"Griggs County, North Dakota",nd,74722
38041,05000US38041,Hettinger County,"Hettinger County, North Dakota",nd,69659
38043,05000US38043,Kidder County,"Kidder County, North Dakota",nd,62132
38045,05000US38045,LaMoure County,"LaMoure County, North Dakota",nd,76618
38047,05000US38047,Logan County,"Logan County, North Dakota",nd,73958
38049,05000US38049,McHenry County,"McHenry County, North Dakota",nd,84621
38051,05000US38051,McIntosh County,"McIntosh County, North Dakota",nd,64200
38053,05000US38053,McKenzie County,"McKenzie County, North Dakota",nd,94333
38055,05000US38055,McLean County,"McLean County, North Dakota",nd,79223
38057,05000US38057,Mercer County,"Mercer County, North Dakota",nd,93568
38059,05000US38059,Morton County,"Morton County, North Dakota",nd,91819
38061,05000US38061,Mountrail County,"Mountrail County, North Dakota",nd,85000
38063,05000US38063,Nelson County,"Nelson County, North Dakota",nd,73068
38065,05000US38065,Oliver County,"Oliver County, North Dakota",nd,81652
38067,05000US38067,Pembina County,"Pembina County, North Dakota",nd,82041
38069,05000US38069,Pierce County,"Pierce County, North Dakota",nd,61250
38071,05000US38071,Ramsey County,"Ramsey County, North Dakota",nd,85301
38073,05000US38073,Ransom County,"Ransom County, North Dakota",nd,74922
38075,05000US38075,Renville County,"Renville County, North Dakota",nd,79844
38077,05000US38077,Richland County,"Richland County, North Dakota",nd,78634
38079,05000US38079,Rolette County,"Rolette County, North Dakota",nd,47898
38081,05000US38081,Sargent County,"Sargent County, North Dakota",nd,85865
38083,05000US38083,Sheridan County,"Sheridan County, North Dakota",nd,64583
38085,05000US38085,Sioux County,"Sioux County, North Dakota",nd,44861
38087,05000US38087,Slope County,"Slope County, North Dakota",nd,74107
38089,05000US38089,Stark County,"Stark County, North Dakota",nd,97721
38091,05000US38091,Steele County,"Steele County, North Dakota",nd,81042
38093,05000US38093,Stutsman County,"Stutsman County, North Dakota",nd,76567
38095,05000US38095,Towner County,"Towner County, North Dakota",nd,71920
38097,05000US38097,Traill County,"Traill County, North Dakota",nd,83996
38099,05000US38099,Walsh County,"Walsh County, North Dakota",nd,70673
38101,05000US38101,Ward County,"Ward County, North Dakota",nd,84689
38103,05000US38103,Wells County,"Wells County, North Dakota",nd,77339
38105,05000US38105,Williams County,"Williams County, North Dakota",nd,101002
39001,05000US39001,Adams County,"Adams County, Ohio",oh,46859
39003,05000US39003,Allen County,"Allen County, Ohio",oh,61147
39005,05000US39005,Ashland County,"Ashland County, Ohio",oh,64096
39007,05000US39007,Ashtabula County,"Ashtabula County, Ohio",oh,54839
39009,05000US39009,Athens County,"Athens County, Ohio",oh,58308
39011,05000US39011,Auglaize County,"Auglaize County, Ohio",oh,76082
39013,05000US39013,Belmont County,"Belmont County, Ohio",oh,63651
39015,05000US39015,Brown County,"Brown County, Ohio",oh,61880
39017,05000US39017,Butler County,"Butler County, Ohio",oh,80180
39019,05000US39019,Carroll County,"Carroll County, Ohio",oh,64324
39021,05000US39021,Champaign County,"Champaign County, Ohio",oh,67230
39023,05000US39023,Clark County,"Clark County, Ohio",oh,60409
39025,05000US39025,Clermont County,"Clermont County, Ohio",oh,79074
39027,05000US39027,Clinton County,"Clinton County, Ohio",oh,63529
39029,05000US39029,Columbiana County,"Columbiana County, Ohio",oh,58945
39031,05000US39031,Coshocton County,"Coshocton County, Ohio",oh,53728
39033,05000US39033,Crawford County,"Crawford County, Ohio",oh,55283
39035,05000US39035,Cuyahoga County,"Cuyahoga County, Ohio",oh,66174
39037,05000US39037,Darke County,"Darke County, Ohio",oh,63477
39039,05000US39039,Defiance County,"Defiance County, Ohio",oh,68473
39041,05000US39041,Delaware County,"Delaware County, Ohio",oh,122435
39043,05000US39043,Erie County,"Erie County, Ohio",oh,66607
