B,L_corona,_id,b,convergent_point,country,county,county_FIPS,divergent_point,k,k_corona,l_corona,lat,lon,metro_area,modified_at,modified_at_corona,name,state,state_FIPS,t0,t0_corona,,a,k_corona
-0.601348553,11.55346382,5e88da2b7e859234c8cba9a8,-0.00870465,34.92927075,US,Hamilton,39061,20.08687785,0.493661861,0.200846679,-0.900712401,39.13,-84.71,Cincinnati,20200404,20200404,TANK,Ohio,39,27.5080743,57,,7.913122147,0.200846679
-0.646820276,1.233453621,5e88da2b7e859234c8cba9a9,0.021438535,43.10875932,US,Jefferson,21111,17.7755829,0.289230342,0.232063176,-0.259259353,38.25,-85.48,Louisville,20200404,20200404,TARC,Kentucky,21,30.44217111,47,,0.224417102,0.232063176
-0.90434852,1.927067794,5e88da2b7e859234c8cba9aa,-0.019945456,36.61588482,US,Tompkins,36109,21.46831662,0.483716145,0.214407079,-0.260782046,42.49,-76.29,Ithaca,20200404,20200404,TCAT,New York,36,29.04210072,52,,1.531683377,0.214407079
-1.023721937,2.666518578,5e88da2b7e859234c8cba9ab,0.047337415,48.38901666,US,Kent,26081,8.192359927,0.182281908,0.195347823,-0.226962938,42.95,-85.48,Grand Rapids,20200404,20200404,The Rapid,Michigan,26,28.29068829,50,,12.80764007,0.195347823
-0.981206113,4.151088705,5e88da2b7e859234c8cba9ac,0.043810625,39.97302252,US,Washtenaw,26161,13.92707257,0.281315264,0.230327427,-1.155314771,42.27,-83.73,Ann Arbor,20200404,20200404,The Ride,Michigan,26,26.95004754,50,,7.072927432,0.230327427
-0.768101266,3.500070682,5e88da2b7e859234c8cba9ad,-0.005497126,40.00175429,US,Honolulu,15003,21.34765951,0.392789003,0.161049521,-1.26641858,21.38,-157.92,Oahu,20200404,20200404,TheBus,Hawaii,15,30.6747069,45,,-5.347659509,0.161049521
-0.715577034,0.004698436,5e88da2b7e859234c8cba9ae,0.016933907,36.3896391,US,Los Angeles,6037,17.90950988,0.396486583,0.206207706,-7.560681157,33.97,-118.24,Los Angeles,20200404,20200404,Torrance Transit,California,6,27.14957449,4,,-42.90950988,0.206207706
-0.73733957,1.907431613,5e88da2b7e859234c8cba9af,-0.014339115,39.23804256,US,Multnomah,41051,18.60413324,0.355101071,0.199507511,-0.672065741,45.55,-122.27,Portland,20200404,20200404,TriMet,Oregon,41,28.9210879,48,,0.395866756,0.199507511
-0.420538236,22.75100641,5e88da2b7e859234c8cba9b0,0.016676719,34.56813516,US,Miami-Dade,12086,24.57076696,0.732905216,0.240541639,-5.879839498,25.86,-80.29,Miami,20200404,20200404,Tri-Rail,Florida,12,29.56945106,50,,-3.570766961,0.240541639
-1.045262296,4.151088705,5e88da2b7e859234c8cba9b1,0.059816508,41.23476287,US,Washtenaw,26161,10.80187321,0.240763311,0.230327427,-1.155314771,42.27,-83.73,Ann Arbor,20200404,20200404,U-M Transit,Michigan,26,26.01831804,50,,10.19812679,0.230327427
-0.963870679,5.029246044,5e88da2b7e859234c8cba9b2,-0.000591901,36.74412301,US,Alameda,6001,16.32015249,0.358751169,0.151538148,-3.228778999,37.77,-122.27,SF Bay Area,20200404,20200404,University of California Berkeley - Bear Transit,California,6,26.53213775,41,,-4.320152486,0.151538148
-0.758050586,14.68765215,5e88da2b7e859234c8cba9b3,-0.02817766,38.1476437,US,Salt Lake,49035,17.34170149,0.352164935,0.178556655,-2.749391496,40.59,-112.1,Salt Lake City,20200404,20200404,UTA,Utah,49,27.74467259,50,,3.658298511,0.178556655
-0.592635245,0.000609841,5e88da2b7e859234c8cba9b4,0.017089795,41.2743793,US,Maricopa,4013,17.43599358,0.307366589,0.217447051,-3.515755677,33.45,-112.06,Phoenix,20200404,20200404,Valley Metro,Arizona,4,29.35518644,4,,-42.43599358,0.217447051
-0.483701607,11.57210341,5e88da2b7e859234c8cba9b5,0.01320587,41.13964025,US,Bexar,48029,18.88287969,0.329208883,0.168603775,-2.235930179,29.28,-98.73,San Antonio,20200404,20200404,VIA,Texas,48,30.01125997,52,,4.117120306,0.168603775
-0.966515531,8.345381146,5e88da2b7e859234c8cba9b6,-0.002952441,38.54742161,US,Denver,8031,15.53388916,0.318383252,0.168855422,-3.404895555,39.59,-105.01,Denver,20200404,20200404,Via Mobility Services - Boulder,Colorado,8,27.04065538,44,,-0.533889155,0.168855422
-0.775282078,0.439870169,5e88da2b7e859234c8cba9b7,-0.022224221,35.90051836,US,Santa Clara,6085,16.68217363,0.381256731,0.127426905,-5.089922846,37.36,-122.14,SF Bay Area,20200404,20200404,VTA,California,6,26.291346,9,,-36.68217363,0.127426905
-0.81886512,0.004698436,5e88da2b7e859234c8cba9b8,0.022927986,35.86712655,US,Los Angeles,6037,20.3465979,0.472092379,0.206207706,-7.560681157,33.97,-118.24,Los Angeles,20200404,20200404,West Hollywood - WeHo,California,6,28.10686222,4,,-45.3465979,0.206207706
-0.708240222,12.75977767,5e88da2b7e859234c8cba9b9,-0.00984849,45.10698584,US,Washington,11001,19.01412873,0.280809544,0.163850015,-3.93117156,38.89,-77.03,Washington D.C.,20200404,20200404,WMATA,D.C,11,32.06055728,46,,-2.014128733,0.163850015
